社名,電話番号,所在地,代表者,事業内容,企業URL,URL,取得日時
株式会社Ｎｅｘｔｂｅ,0985-67-6280,宮崎県宮崎市大淀３－８－５,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010022/,2025/08/04/10:28
株式会社Ｒｅｖｉｖａｌ,0985-28-5347,宮崎県宮崎市千草町４－１２９ビル２階,,飲食,,https://baitona-joshi.jp/shop/010023/,2025/08/04/10:28
株式会社マルイチ,0985-75-0071,宮崎県日向市江良町４－１１０－３,,スーパーマーケット,,https://baitona-joshi.jp/shop/010024/,2025/08/04/10:28
株式会社カレン商事,0985-50-6467,宮崎県宮崎市橘通西４－３－２４,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010025/,2025/08/04/10:28
有限会社野村珈琲,0985-20-8134,宮崎県宮崎市阿波岐原町前浜４２７６－１０８３,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010026/,2025/08/04/10:28
株式会社ハツトリー,0985-23-7025,宮崎県宮崎市霧島３－５７－２,,スーパーマーケット,,https://baitona-joshi.jp/shop/010027/,2025/08/04/10:28
あんかけ焼きそばＲＯＮ－ＲＯＮ,080-1907-2846,宮崎県都城市志比田町４５６７－２,,飲食,,https://baitona-joshi.jp/shop/010028/,2025/08/04/10:28
天婦羅料理天まさ,0986-23-8749,宮崎県都城市大王町５４－２,,飲食,,https://baitona-joshi.jp/shop/010029/,2025/08/04/10:28
家系らーめん,0986-21-3977,宮崎県都城市牟田町２３－２,,飲食,,https://baitona-joshi.jp/shop/010030/,2025/08/04/10:28
有限会社エィエムエィ九州,0986-21-5158,宮崎県都城市広原町２０－１,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010031/,2025/08/04/10:28
有限会社サンビック,0986-80-4313,宮崎県宮崎市大工３－２２７サンリバー大工２階,,人事・人材サービス,,https://baitona-joshi.jp/shop/010032/,2025/08/04/10:28
有限会社大阪屋,0986-26-3083,宮崎県都城市南鷹尾町１５街区２０,,飲食,,https://baitona-joshi.jp/shop/010033/,2025/08/04/10:28
有限会社焼肉の壱福,0986-46-2915,宮崎県都城市下川東４－３１－４－２,,飲食,,https://baitona-joshi.jp/shop/010034/,2025/08/04/10:28
有限会社魚幸,0986-45-1331,宮崎県都城市乙房町３３８５－７,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010035/,2025/08/04/10:28
株式会社カレン商事,0986-24-7126,宮崎県宮崎市橘通西４－３－２４,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010036/,2025/08/04/10:28
ＫＮＭ管財株式会社,0986-88-0308,宮崎県都城市郡元２－２１－８,,教育・学校,,https://baitona-joshi.jp/shop/010037/,2025/08/04/10:28
株式会社あらた,0986-51-7072,宮崎県宮崎市高松町２－３０第二杏国ビル１階,,飲食,,https://baitona-joshi.jp/shop/010038/,2025/08/04/10:28
株式会社ＯＰＵＳ,0986-36-6910,宮崎県宮崎市新栄町８４－１,,飲食,,https://baitona-joshi.jp/shop/010039/,2025/08/04/10:28
淀川食品株式会社,0985-86-7790,宮崎県宮崎市吉村町浮之城甲２６－２ルネツサンス宮崎１０２,,食品・飲料メーカー,,https://baitona-joshi.jp/shop/010040/,2025/08/04/10:28
株式会社風,0986-24-0727,宮崎県都城市広原町１５－１６,,飲食,,https://baitona-joshi.jp/shop/010041/,2025/08/04/10:28
株式会社Ｃｈｅｚｋｅｎ,0986-24-6603,宮崎県都城市横市町６５００－５,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010042/,2025/08/04/10:28
社会福祉法人みのり福祉会,0986-26-7414,宮崎県都城市祝吉２－７－４,,保育・幼児教育,,https://baitona-joshi.jp/shop/010043/,2025/08/04/10:28
社会福祉法人アソカ園,0986-24-0450,宮崎県都城市小松原町４－１０,,保育・幼児教育,,https://baitona-joshi.jp/shop/010044/,2025/08/04/10:28
霧島酒造株式会社,0986-21-8111,宮崎県都城市下川東４－２８－１,,製造・メーカー,,https://baitona-joshi.jp/shop/010045/,2025/08/04/10:28
ＪＡＭ合同会社,080-7375-5577,宮崎県都城市西町３６８７－２,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010046/,2025/08/04/10:28
株式会社Ｎｍｏｒｅ,0986-24-5695,宮崎県都城市安久町４６７７－３,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010047/,2025/08/04/10:28
アールエヌティーホテルズ株式会社,03-5707-8888,東京都世田谷区桜新町１－３４－６,,観光・旅行・宿泊,,https://baitona-joshi.jp/shop/010048/,2025/08/04/10:28
ジャラン,03-5806-0072,東京都台東区浅草２－６－７東京楽天地浅草ビル地下１階,,公営競技・パチンコ,,https://baitona-joshi.jp/shop/010049/,2025/08/04/10:28
有限会社グローバルリンクス,03-5811-1535,東京都台東区寿３－９－５,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010050/,2025/08/04/10:28
株式会社ヤマザキ,03-5830-6740,東京都千代田区岩本町３－１０－１,,食品・飲料メーカー,,https://baitona-joshi.jp/shop/010051/,2025/08/04/10:28
株式会社八重桜,03-6284-7870,東京都千代田区有楽町２－１０－１東京交通会館地下１階Ｂ１５３号,,ケータリング・フードサービス,,https://baitona-joshi.jp/shop/010052/,2025/08/04/10:28
株式会社聚楽,03-5827-2120,東京都千代田区神田駿河台３－４龍名館本店ビル９階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010053/,2025/08/04/10:28
株式会社Ａ’Ｇｒｏｕｐ,03-6231-6742,東京都港区南青山３－３－５ＭＩＮＡＭＩＡＯＹＡＭＡＡ’ＢＬＤＧ２Ｆ,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010054/,2025/08/04/10:28
株式会社ＣａｓａＩｎｎｏｖａｔｉｏｎｓ,0570-001544,東京都新宿区神楽坂６－６７マイナビ不動産ビル神楽坂７階,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010055/,2025/08/04/10:28
株式会社ＴＯＬＣＤ,03-3845-7526,東京都品川区西五反田７－２２－１７,,生活関連サービス,,https://baitona-joshi.jp/shop/010056/,2025/08/04/10:28
株式会社ＶｅｎｔｕｒｅＢａｎｋＮｅｘｔ,03-6316-4764,東京都港区北青山１－２－３青山ビル９Ｆ,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010057/,2025/08/04/10:28
浅草やきとり道場,050-5485-6209,東京都台東区浅草１－１－１６ＨＫ大浅草ビル２Ｆ,,飲食,,https://baitona-joshi.jp/shop/010058/,2025/08/04/10:28
浅草Ｋａｎｎａ,03-6802-4899,東京都台東区浅草３－２０－８コーポ秋山１Ｆ,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010059/,2025/08/04/10:28
焼肉ライク,03-5830-3929,東京都台東区浅草１－１９－１０,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010060/,2025/08/04/10:28
社会福祉法人フレスコ会,03-3876-1094,東京都台東区浅草５－３３－７,,看護・介護,,https://baitona-joshi.jp/shop/010061/,2025/08/04/10:28
ＦＵＮｔｏＦＵＮ株式会社,03-5289-3291,東京都千代田区神田須田町２－７－２アーバンセンター神田須田町５階,,人事・人材サービス,,https://baitona-joshi.jp/shop/010062/,2025/08/04/10:28
,,,,,,https://baitona-joshi.jp/shop/010063/,2025/08/04/10:28
有限会社寿亭句,052-222-7505,愛知県名古屋市中区大須2丁目8−23,坂井保明,レストラン・カフェ,,https://baitona-joshi.jp/shop/010064/,2025/08/04/10:28
合同会社サードステージ,050-5530-2794,,,,,https://baitona-joshi.jp/shop/010065/,2025/08/04/10:28
グローライズ株式会社,,長野県松本市巾上1-13,藤井久義,労働者派遣事業労働派遣事業派20-300379有料職業紹介許可番号20-ユ-300131,https://www.grow-rise.co.jp/,https://baitona-joshi.jp/shop/010066/,2025/08/04/10:28
株式会社ドリームアシスト長野,0263-50-4085,,,人材派遣事業、有料職業紹介事業労働者派遣事業（派20-300471）有料職業紹介事業（20-ユ-300291）,,https://baitona-joshi.jp/shop/010069/,2025/08/04/10:28
合同会社メイプルホーム,,奈良県御所市三室697-1,山本太一,,,https://baitona-joshi.jp/shop/010070/,2025/08/04/10:28
いがらし歯科医院,,,,,,https://baitona-joshi.jp/shop/010071/,2025/08/04/10:28
いざかやすこぶる,03-6805-5700,東京都世田谷区太子堂４－２８－９中村ビル１Ｆ,,飲食,,https://baitona-joshi.jp/shop/010072/,2025/08/04/10:28
くるみ株式会社,03-5577-4421,東京都目黒区大橋１－２－５ＫＳビルディング２階,,広告・宣伝,,https://baitona-joshi.jp/shop/010073/,2025/08/04/10:28
こまざわレディースクリニック,03-6805-2881,東京都世田谷区駒沢１－１９－８アーバネスト駒沢２Ｆ,,病院・診療所,,https://baitona-joshi.jp/shop/010074/,2025/08/04/10:28
そば処松屋,03-3420-5448,東京都世田谷区梅丘１－１９－３,,飲食,,https://baitona-joshi.jp/shop/010075/,2025/08/04/10:28
ちとせ船橋駅前内科,03-5477-1024,東京都世田谷区桜丘２－２８－１６２階,,病院・診療所,,https://baitona-joshi.jp/shop/010076/,2025/08/04/10:28
ふるはた皮ふ科クリニック,03-3795-4112,東京都世田谷区池尻２－３７－２１,,病院・診療所,,https://baitona-joshi.jp/shop/010077/,2025/08/04/10:28
やる気スイッチグループ,03-6891-8254,東京都中央区八丁堀２－２４－２八丁堀第一生命ビル,,教育・学校,,https://baitona-joshi.jp/shop/010078/,2025/08/04/10:28
アイビーカンパニー株式会社,03-6447-9499,東京都渋谷区千駄ヶ谷２－１１－１,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010079/,2025/08/04/10:28
クレイン鍼灸整体院＆ピラティススタジオ,03-4500-1545,東京都世田谷区世田谷４－２－１０宇田川ビル３０２,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010080/,2025/08/04/10:28
ジローレストランシステム株式会社,03-3709-4678,東京都渋谷区渋笹塚２－１－６ＪＭＦビル笹塚０１６階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010081/,2025/08/04/10:28
パン・ド・ラサ,03-3425-4774,東京都世田谷区梅丘１－２９－６,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010082/,2025/08/04/10:28
ローカルフォーカス合同会社,090-1455-6058,東京都世田谷区赤堤２－５－１２,,通信・インターネット,,https://baitona-joshi.jp/shop/010083/,2025/08/04/10:28
上野毛眼科,03-5752-4111,東京都世田谷区上野毛３－４－１７,,病院・診療所,,https://baitona-joshi.jp/shop/010084/,2025/08/04/10:28
世田谷かくた整形外科,03-3417-1152,東京都世田谷区成城２－４０－９成城サウスサイド１階,,病院・診療所,,https://baitona-joshi.jp/shop/010085/,2025/08/04/10:28
九品仏薬局,03-3705-5128,東京都世田谷区奥沢８－１４－１７,,医療・病院,,https://baitona-joshi.jp/shop/010086/,2025/08/04/10:28
医療法人社団三軒茶屋,03-3795-9001,東京都世田谷区太子堂４－１－１キャロットタワー２階,,病院・診療所,,https://baitona-joshi.jp/shop/010087/,2025/08/04/10:28
医療法人社団下田緑眞会,03-3308-5221,東京都世田谷区南烏山２－９－１７,,病院・診療所,,https://baitona-joshi.jp/shop/010088/,2025/08/04/10:28
烏山駅前デンタルクリニック,03-3309-8241,東京都世田谷区南烏山４－１２－５ＴＳ烏山ビル７Ｆ,,歯科・口腔外科医院,,https://baitona-joshi.jp/shop/010089/,2025/08/04/10:28
ＥＶＥＲＢＲＥＷ株式会社,03-6805-6718,東京都港区芝５－２９－２０クロスオフィス三田４０３号室,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010090/,2025/08/04/10:28
ｏｓｔｅｒｉａ．ｅｃｃｏ,03-3429-5888,東京都世田谷区宮坂３－１２－４ドム経堂１０３,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010091/,2025/08/04/10:28
かぶら屋,047-404-3200,千葉県船橋市宮本８－４２－１鳥光ビル１Ｆ,,飲食,,https://baitona-joshi.jp/shop/010092/,2025/08/04/10:28
ジョブスタイル株式会社,0438-38-4433,千葉県木更津市羽鳥野６－２１－４,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010093/,2025/08/04/10:28
セブン－イレブン,047-448-8830,千葉県船橋市南三咲３－２４－１,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010094/,2025/08/04/10:28
ビストロデュラ,047-494-1137,千葉県船橋市前原西２－１－５,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010095/,2025/08/04/10:28
串焼きざんく,047-751-7606,千葉県船橋市本町６－２－１０ダイアパレスステーションプラザ船橋１０７,,飲食,,https://baitona-joshi.jp/shop/010096/,2025/08/04/10:28
公益財団法人船橋市医療公社,047-426-5981,千葉県船橋市北本町１－１６－５５,,病院・診療所,,https://baitona-joshi.jp/shop/010097/,2025/08/04/10:28
医療法人社団かがやき会,047-460-5107,千葉県船橋市宮本２－１－１８,,病院・診療所,,https://baitona-joshi.jp/shop/010098/,2025/08/04/10:28
医療法人社団サンメディカル,047-422-3300,千葉県習志野市谷津７－７－１Ｌｏｈａｒｕ津田沼４階,,医療・病院,,https://baitona-joshi.jp/shop/010099/,2025/08/04/10:28
医療法人社団新樹会,047-463-1311,千葉県船橋市新高根６－３８－８,,病院・診療所,,https://baitona-joshi.jp/shop/010100/,2025/08/04/10:28
大和商事株式会社,047-422-5635,千葉県習志野市津田沼１,,芸術・娯楽・レクリエーション,,https://baitona-joshi.jp/shop/010101/,2025/08/04/10:28
山形屋興業株式会社,047-431-5571,千葉県船橋市印内町６０１－１,,公営競技・パチンコ,,https://baitona-joshi.jp/shop/010102/,2025/08/04/10:28
有限会社一進,047-424-1469,千葉県船橋市本町７－１－１,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010103/,2025/08/04/10:28
株式会社アオキプランニング,047-407-1185,千葉県八千代市萱田町７９９－３,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010104/,2025/08/04/10:28
株式会社アドバンス・グロー,047-338-2200,千葉県千葉市花見川区長作町３９３－６,,飲食,,https://baitona-joshi.jp/shop/010105/,2025/08/04/10:28
株式会社セレクション,047-420-3840,千葉県市川市湊新田１－６－８,,スーパーマーケット,,https://baitona-joshi.jp/shop/010106/,2025/08/04/10:28
株式会社レオ・コーポレーション,047-404-2500,千葉県船橋市山野町１１８－１レオメインスクエア,,ホテル・旅館,,https://baitona-joshi.jp/shop/010107/,2025/08/04/10:28
蕎や本田,047-426-1722,千葉県船橋市本町４－４０－２３佐渡屋サザンテラス１０１,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010108/,2025/08/04/10:28
セブン－イレブン,046-277-1711,神奈川県藤沢市本町２－１－２１,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010109/,2025/08/04/10:28
ベリーヴェリー中央林間,046-239-4802,神奈川県大和市中央林間４－３－１２,,公営競技・パチンコ,,https://baitona-joshi.jp/shop/010110/,2025/08/04/10:28
和幸商事株式会社,046-200-3673,神奈川県川崎市幸区堀川町５８０ソリッドスクエア東館６階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010111/,2025/08/04/10:28
株式会社ヤマハミュージックジャパン,046-262-1560,神奈川県横浜市西区みなとみらい５－１－２横浜シンフォステージウエストタワー７Ｆ,,書籍・レコード・ゲームソフト小売,,https://baitona-joshi.jp/shop/010112/,2025/08/04/10:28
株式会社リーデスト,046-204-6552,神奈川県大和市中央林間５－１－１８,,教育支援サービス,,https://baitona-joshi.jp/shop/010113/,2025/08/04/10:28
株式会社創英コーポレーション,045-306-7166,神奈川県平塚市日向岡２－２－１０,,教育・学校,,https://baitona-joshi.jp/shop/010114/,2025/08/04/10:28
株式会社安田物産,046-261-9700,神奈川県大和市深見西２－６－２８,,飲食,,https://baitona-joshi.jp/shop/010115/,2025/08/04/10:28
株式会社富士達,046-273-0021,神奈川県横浜市神奈川区栄町１－１ＫＤＸ横浜ビル１０Ｆ,,飲食,,https://baitona-joshi.jp/shop/010116/,2025/08/04/10:28
株式会社板橋,045-362-6151,神奈川県横浜市保土ケ谷区天王町１－１,,生活関連サービス,,https://baitona-joshi.jp/shop/010117/,2025/08/04/10:28
株式会社ＺＡＰ,046-267-3988,神奈川県横須賀市久里浜４－６－１８５Ｆ,,公営競技・パチンコ,,https://baitona-joshi.jp/shop/010118/,2025/08/04/10:28
相模大塚ひだまり内科クリニック,046-261-7007,神奈川県大和市上草柳１８６－３ＧＡＮＥＳＨ１階,,病院・診療所,,https://baitona-joshi.jp/shop/010119/,2025/08/04/10:28
花織やまと,046-278-2177,神奈川県大和市下鶴間２９７３－２,,看護・介護,,https://baitona-joshi.jp/shop/010120/,2025/08/04/10:28
かえるメンタルクリニック,045-470-2252,神奈川県横浜市港北区新横浜２－３－９新横浜金子ビル１階,,病院・診療所,,https://baitona-joshi.jp/shop/010121/,2025/08/04/10:28
てもみスパｖｉｔａｍｉｎ,080-4659-6699,神奈川県横浜市港北区新横浜３－１７－２０ヒューマンハイム新横浜２０３,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010122/,2025/08/04/10:28
グレイスホテル株式会社,045-438-3012,神奈川県横浜市港北区新横浜３－６－１５,,ホテル・旅館,,https://baitona-joshi.jp/shop/010123/,2025/08/04/10:28
株式会社アクティヴ岡田屋,045-533-3337,神奈川県川崎市高津区久末１５９４－３,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010124/,2025/08/04/10:28
株式会社アビバ,045-543-7888,神奈川県横浜市中区羽衣町２－５,,芸術・娯楽・レクリエーション,,https://baitona-joshi.jp/shop/010125/,2025/08/04/10:28
株式会社コナカ,045-533-3173,神奈川県横浜市戸塚区品濃町５１７－２,,百貨店・アパレル小売,,https://baitona-joshi.jp/shop/010126/,2025/08/04/10:28
株式会社サプリームリンク,045-805-2870,神奈川県横浜市泉区上飯田町９３０－３Ｍビル２階,,生活関連サービス,,https://baitona-joshi.jp/shop/010127/,2025/08/04/10:28
株式会社サラサムイ,045-716-8207,神奈川県横浜市港北区綱島東１－１３－１０コーポこしず１階,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010128/,2025/08/04/10:28
株式会社ハクブン,045-546-3566,神奈川県横浜市青葉区新石川３－１５－１１,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010129/,2025/08/04/10:28
株式会社ビーコム,045-471-9888,神奈川県横浜市中区羽衣町１－１－１,,芸術・娯楽・レクリエーション,,https://baitona-joshi.jp/shop/010130/,2025/08/04/10:28
株式会社創英コーポレーション,045-531-1119,神奈川県平塚市日向岡２－２－１０,,教育・学校,,https://baitona-joshi.jp/shop/010131/,2025/08/04/10:28
株式会社東横イン,045-470-1045,神奈川県横浜市港北区新横浜２－２－１２,,ホテル・旅館,,https://baitona-joshi.jp/shop/010132/,2025/08/04/10:28
株式会社Ｔｕｎｅｕｐ,045-534-9640,神奈川県横浜市神奈川区松ケ丘３５－１１松ケ丘ビル４階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010133/,2025/08/04/10:28
華正樓商事株式会社,045-472-7899,神奈川県横浜市保土ケ谷区峰沢町２６０－２,,食品・飲料メーカー,,https://baitona-joshi.jp/shop/010134/,2025/08/04/10:28
ＣＲＯＳＳＨＡＩＲＬＯＵＮＧＥ,045-431-9117,神奈川県横浜市港北区仲手原２－４３－３８コリスタ１Ｆ,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010135/,2025/08/04/10:28
おおぞら太陽クリニック,03-5857-0101,東京都江東区北砂６－１－４,,病院・診療所,,https://baitona-joshi.jp/shop/010136/,2025/08/04/10:28
かしわぎクリニック,03-3532-6600,東京都江東区東雲１－９－２１－１０２,,病院・診療所,,https://baitona-joshi.jp/shop/010137/,2025/08/04/10:28
はあとねいる,03-4400-1567,東京都墨田区八広３－３１－１４－２０６,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010138/,2025/08/04/10:28
やる気スイッチグループ,03-6693-8340,東京都中央区八丁堀２－２４－２八丁堀第一生命ビル,,教育・学校,,https://baitona-joshi.jp/shop/010139/,2025/08/04/10:28
エイチアンドピーイー株式会社,03-6824-2408,東京都新宿区神楽坂６－４８トモスビル２Ｆ,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010140/,2025/08/04/10:28
オーバル・パートナーズ株式会社,03-6402-8885,東京都港区浜松町２－１－１３芝エクセレントビルＢ１Ｆ,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010141/,2025/08/04/10:28
ジョリー・ロジャー株式会社,03-5772-1620,東京都港区北??３－５－５ティアラ北??ビル５階,,人事・人材サービス,,https://baitona-joshi.jp/shop/010142/,2025/08/04/10:28
セブンイレブン,03-5606-7051,東京都江東区新砂３－３－５３,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010143/,2025/08/04/10:28
株式会社オオゼキ,03-5646-7881,東京都世田谷区松原４－１０－４,,スーパーマーケット,,https://baitona-joshi.jp/shop/010144/,2025/08/04/10:28
株式会社ボディワークセラピストエージェンシー,03-5579-6080,東京都豊島区西池袋５－５－２１ザ・タワーグランディア２８０９,,生活関連サービス,,https://baitona-joshi.jp/shop/010145/,2025/08/04/10:28
株式会社松富士食品,03-6666-6446,東京都千代田区内神田２－２－５光正ビル７Ｆ,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010146/,2025/08/04/10:28
株式会社聚楽,03-5638-7729,東京都千代田区神田駿河台３－４龍名館本店ビル９階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010147/,2025/08/04/10:28
株式会社ＩＮＳＰＡ,03-5875-4346,東京都港区海岸１－２－３汐留芝離宮ビルディング３Ｆ,,生活関連サービス,,https://baitona-joshi.jp/shop/010148/,2025/08/04/10:28
株式会社ＬＡＰｉＳＬＡｚｕＬｉ,03-6459-4001,東京都港区麻布十番３－２－７リゾーム麻布十番ビル３０２,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010149/,2025/08/04/10:28
森下駅ファミリー歯科,03-3846-8148,東京都江東区森下１－１３－１１,,歯科・口腔外科医院,,https://baitona-joshi.jp/shop/010150/,2025/08/04/10:28
白河クリニック,03-3630-5566,東京都江東区白河１－２－１１,,病院・診療所,,https://baitona-joshi.jp/shop/010151/,2025/08/04/10:28
西新サービス株式会社,03-6262-7790,東京都中央区日本橋本町４－８－１４,,建設・修理・メンテナンスサービス,,https://baitona-joshi.jp/shop/010152/,2025/08/04/10:28
野村不動産ライフ＆スポーツ株式会社,03-6458-6890,東京都中野区本町１－３２－２ハーモニータワー１５階,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010153/,2025/08/04/10:28
Ｂ‐ｆｉｒｓｔ株式会社,03-5858-6977,東京都新宿区新宿２－１６－６,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010154/,2025/08/04/10:28
ＨＩＴＯＷＡキッズライフ株式会社,03-6632-7703,東京都港区港南２－１５－３インターシティＣ棟１５Ｆ,,教育支援サービス,,https://baitona-joshi.jp/shop/010155/,2025/08/04/10:28
ｉｚａｋａｙａぼうず,050-5487-8222,東京都江東区富岡１－５－１０,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010156/,2025/08/04/10:28
株式会社第一興商,03-3386-0521,東京都品川区北品川5-5-26,,業務用カラオケ事業,https://www.dkkaraoke.co.jp/,https://baitona-joshi.jp/shop/010157/,2025/08/04/10:28
,,,,,,https://baitona-joshi.jp/shop/010159/,2025/08/04/10:28
ダイオーロジスティクス株式会社関東支店,043-239-5401,千葉県千葉市中央区登戸1-26-1朝日生命千葉登戸ビル10階,,一般貨物自動車運送事業・貨物運送取扱事業・倉庫管理梱包取扱事業・通関業,https://www.daio-logistics.co.jp/,https://baitona-joshi.jp/shop/010160/,2025/08/04/10:28
いわし料理善,054-364-3344,静岡県静岡市清水区辻１－１－１５,,飲食,,https://baitona-joshi.jp/shop/010163/,2025/08/04/10:28
のへそグループ,054-260-7728,静岡県静岡市葵区黒金町３８,,飲食,,https://baitona-joshi.jp/shop/010164/,2025/08/04/10:28
アイ・ティー・エックス株式会社,052-569-5460,愛知県名古屋市中村区名駅２－４５－７松岡ビル５Ｆ,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010165/,2025/08/04/10:28
セブンイレブン,054-364-0934,静岡県静岡市清水区八坂北１－１－６,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010166/,2025/08/04/10:28
タニザワフーズ株式会社,0564-21-9171,愛知県岡崎市井田西町１－２,,飲食,,https://baitona-joshi.jp/shop/010167/,2025/08/04/10:28
医療法人社団泰成会,054-345-7777,静岡県静岡市清水区渋川３－１０－１７,,病院・診療所,,https://baitona-joshi.jp/shop/010168/,2025/08/04/10:28
医療法人社団産声会,054-366-0861,静岡県静岡市清水区江尻東１－５－４,,病院・診療所,,https://baitona-joshi.jp/shop/010169/,2025/08/04/10:28
土川整形外科,054-365-2355,静岡県静岡市清水区鶴舞町４－１２,,病院・診療所,,https://baitona-joshi.jp/shop/010170/,2025/08/04/10:28
株式会社ふかくら,054-365-1155,静岡県静岡市清水区愛染町１９,,食品・飲料メーカー,,https://baitona-joshi.jp/shop/010171/,2025/08/04/10:28
株式会社むらさき,054-349-0666,静岡県静岡市清水区北脇新田１９７,,ケータリング・フードサービス,,https://baitona-joshi.jp/shop/010172/,2025/08/04/10:28
株式会社カタヤマ,054-366-5171,静岡県静岡市清水区庵原町１２２－１５,,製造・メーカー,,https://baitona-joshi.jp/shop/010173/,2025/08/04/10:28
株式会社キノシタ,054-629-6259,静岡県焼津市大覚寺３－１５－１０,,飲食,,https://baitona-joshi.jp/shop/010174/,2025/08/04/10:28
株式会社サンファーマシー,054-297-5577,静岡県静岡市葵区北安東２－１１－３,,医療・病院,,https://baitona-joshi.jp/shop/010175/,2025/08/04/10:28
株式会社ジー・ディー・エス,053-482-3768,静岡県浜松市中央区大久保町２８４０－１,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010176/,2025/08/04/10:28
株式会社バロー,0572-20-0860,岐阜県多治見市大針町６６１－１,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010177/,2025/08/04/10:28
株式会社フォーユー,054-352-1919,静岡県静岡市清水区万世町２－６－１２,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010178/,2025/08/04/10:28
株式会社ユーマート,054-351-2153,静岡県静岡市清水区木の下町３２２－１,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010179/,2025/08/04/10:28
株式会社ヨシックスフーズ,052-932-8431,愛知県名古屋市東区徳川１－９－３０ヨシックスビル,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010180/,2025/08/04/10:28
株式会社Ｆｏｒｅｓｔ,054-388-9938,静岡県静岡市清水区日立町１－１７,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010181/,2025/08/04/10:28
株式会社ＩＲＩＥＰＬＡＣＥ,054-363-2766,静岡県静岡市清水区真砂町１－１６,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010182/,2025/08/04/10:28
株式会社ＫＡＩＤＯ,054-369-2792,静岡県静岡市清水区谷津町２－１１１－５,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010183/,2025/08/04/10:28
株式会社ＯｎｅＳｔｅｐ,054-274-2121,静岡県静岡市葵区両替町２－４－１６金龍ビル２階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010184/,2025/08/04/10:28
はあとねいる,090-4365-8958,東京都西東京市ひばりが丘北３－６－５,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010185/,2025/08/04/10:28
はじめの保育園,042-313-0695,東京都東村山市野口町２－９－２５,,保育・幼児教育,,https://baitona-joshi.jp/shop/010186/,2025/08/04/10:28
やる気スイッチグループ,03-6891-8254,東京都中央区八丁堀２－２４－２八丁堀第一生命ビル,,教育・学校,,https://baitona-joshi.jp/shop/010187/,2025/08/04/10:28
エステールホールディングス株式会社,03-6628-8480,東京都中央区銀座１－１９－７ＪＲＥ銀座一丁目イーストビル６階,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010188/,2025/08/04/10:28
